atoms,coordinates,total_energy,forces
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.056690388904266864, 0.09156317494309603, 2.5199939321115097], [-0.041467780539480845, 0.04275254211273903, -2.4318908185111283], [1.9942565533802596, 3.314918023350131, -0.062306663540827416], [1.9172105889721207, -3.4768903701884675, 0.06694999995514032], [-4.015339750273637, 0.16812743075371447, -0.07853785900920683], [2.6559193544308743, 0.741180927291914, 1.322550341644627], [-0.5575686838144867, 2.6287028350362363, -0.9839339513459442], [-0.5428476353999182, -2.6741030249316573, 1.2147007135897196], [2.5601154974433844, -0.8263879298853002, -1.1725963821536685], [-1.8661865495735155, 1.8301972672217046, 1.313837556248304], [-2.276833715813065, -1.6451416146516464, -1.2436254922032082]]",[-64251.48438690528],"[[0.9876188614949425, -1.2666505570237638, 0.6766622746309363], [-0.014644348336386856, -0.11897760727776435, -0.10464642462129568], [1.0971191201844535, 0.23677641452819836, 0.4924045277834731], [0.50693738788311, -0.08212282860092064, -0.2808852562418361], [-0.5237103485581525, 0.9149959557804779, 0.6725690761413404], [-0.20372687062811468, 0.25183249440963984, 0.06440071895953461], [-0.24270265631626944, 0.3924008495444657, -1.9258534889012768], [-0.8615185232022738, 0.396362201791256, 0.05232264666764049], [-0.034687502067530906, -0.15261454572994174, -0.19168541086542396], [-1.8967300731152528, 0.39433622280518077, 0.7413265832318989], [1.1755501511426347, -0.9718487344498512, -0.18855169718257891]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.09000256356414221, -0.1662031429778758, 2.6411738955327064], [-0.027816064427750434, 0.07066033092666034, -2.5573847806414216], [2.08257859769206, 3.3332734169848046, 0.20068610709587512], [2.1168452192120317, -3.30701611391555, -0.05315619706654058], [-4.097419252334206, 0.06798486733409176, 0.04333164890034712], [2.4747278560236747, 0.7004681277300593, 1.4046077549016802], [-0.5258706187537132, 2.569921686257757, -1.1280555386736881], [-0.5637412496329949, -2.6247955686901694, 1.196485121175975], [2.7002428585088007, -0.8423122876346603, -0.9994843320676148], [-1.971267128983612, 1.8827648876311651, 1.1889952952028109], [-1.9551534786388187, -1.657797677510513, -1.3601443595604248]]",[-64251.48480083964],"[[-0.25474874406720216, 0.6891197905365833, 0.11232256018576059], [1.0148561149618918, 0.0208691416459497, -0.25018621614777536], [-0.3082372323950954, 0.16397918792328495, -0.12668860702031903], [-0.7204965223755484, -1.790324395896896, 0.7922555369515052], [0.7272955513239702, -0.04558795189799181, -0.13996234578558103], [0.3224314265996007, 0.30442947793584807, 0.5814738124693691], [0.572026031583773, 0.8680645554601326, -0.6455719638420598], [-0.04720599943158005, -0.5642170727567625, -0.4737378971639854], [0.06925594142422249, 1.4666017605777757, -1.4981111614130116], [-0.601398330293034, -0.6188360757679946, 1.027934295512883], [-0.793690213306527, -0.472517445242477, 0.6223523183900871]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.020172887445338752, 0.15151029303145838, 2.557812064036654], [-0.0625938064958546, 0.06413989297398834, -2.5649727495732297], [1.8766255424995557, 3.4330617494809736, -0.11573150740311147], [1.7273826447021603, -3.2835633504182686, 0.06959425063554169], [-3.894501907158501, 0.09783271223233801, 0.02406953610490807], [2.644525166167415, 0.6057793445479047, 1.206982612180126], [-0.4742281773029511, 2.69851615936529, -1.2776006427467734], [-0.34748876486056596, -2.5377351184635835, 1.103663201579172], [2.7867751484747396, -1.042019465647837, -1.2596945355296987], [-1.9490691239403601, 1.8427273034348124, 1.270085677224975], [-2.1504182121770663, -1.857614163096601, -1.1646031240958288]]",[-64249.996427285565],"[[0.3497267870300328, -0.4811808335431448, 0.06450022070673773], [0.3701927794780122, -0.7289580275446815, 0.08382114601946189], [1.8885745293910077, -0.08714244749238285, 0.9858185740688025], [5.90254134606285, -3.2434947061545407, -2.5410745916313497], [-0.6343346941695549, 0.009710912870409096, 0.08349358729611106], [-0.019951581270462235, 0.9763306839517755, -0.2345751376319343], [-1.6011893150853664, -0.44001415822122464, -0.4135269473820299], [-6.195786107703785, 1.7963922027030808, 3.4459028572441412], [-0.45223554388234616, 1.1965869288071282, -0.7387991874308482], [-0.15831890119285444, 0.6333844139171964, -0.21461189897331134], [0.5445311534380189, 0.3758039581109859, -0.5142625676725563]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.05675187907941085, -0.006445075174565553, 2.4593691969267377], [-0.022853567732129654, 0.15967362325223036, -2.4254804637330087], [2.0529494491762232, 3.318132967646997, 0.048888360855553446], [1.9896385253359836, -3.2151986376355657, -0.007538607620489445], [-3.854229865053957, 0.08499605712631042, -0.012310486047904363], [2.560590684865454, 0.7511863802499321, 1.3000043309977511], [-0.6117220283481355, 2.5230523107656877, -1.1721262247375646], [-0.5487377827410479, -2.8244840387821313, 1.169989075870334], [2.569838177289836, -0.752143525266465, -1.1607021554816335], [-2.138973771812064, 1.9009411195491341, 1.2445428607009], [-1.9304139515106284, -1.7111596714728416, -1.254463618012339]]",[-64251.409677336924],"[[-0.3465676708339483, -0.2513020755350144, 0.31414064277450593], [0.7095117351726907, -1.3682415838076876, -1.0610686344419786], [-0.3110252353562626, 0.4392409756522603, -0.2492466316904651], [0.5782162229679131, -1.5513664505555993, 0.0964236208012668], [-1.0823105862518676, -0.5899553722542177, -0.3680632878215908], [0.1357047508692108, 0.08574078412015415, 0.5395668647170944], [0.06952174221558834, 2.108049158454377, 0.5291790879974555], [-0.5932289026040629, 0.7717499494930109, 0.39332649861495833], [0.38806406460706555, 0.6462224533005194, -0.982032879686842], [0.7668021158413914, 0.3004155723114652, 0.8130855978078558], [-0.334350398940153, -0.6033785950396965, -0.025977931586417046]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.036301967399512386, -0.0809756452815322, 2.2842108006301287], [0.08461606564298853, 0.04506407513958762, -2.6426516052727838], [2.011232399554051, 3.3917199948055208, 0.13016793403929475], [1.9639700466449213, -3.529453431121173, 0.08766725644534833], [-4.256323621687151, 0.09673679089830907, 0.04512104063195962], [2.5777757297924713, 0.8786971418955178, 1.1178041973568806], [-0.472234177217016, 2.3986924692256255, -1.2267828511484253], [-0.5796291441485538, -2.6691823504097547, 1.518533428670929], [2.5496241547244685, -0.8729149337054208, -1.0963814011589736], [-2.0439036763927074, 1.7345431452638922, 1.1493021058982962], [-2.1623467966738383, -1.8528530126041256, -1.2626582102937893]]",[-64251.06242784562],"[[0.007383333032811529, 1.1482506769448766, 1.3318481127143886], [-0.23249871357402122, -1.5280917834656385, 0.022853257907271416], [-0.49262641410863145, 1.1091765722176248, -0.6211315579360293], [-0.2562252780047682, 0.2223986434567602, 0.11592138668692716], [0.8254623810297256, -0.48536273514071243, -0.3660759782483821], [0.707292871921107, -0.7028911408820441, 1.281205065823955], [-0.26599712091148786, 1.6567714538718514, -0.062092329846513895], [-0.43203890035005144, -1.1194419643593088, -1.4888191894648963], [0.24342703932032644, -0.8689037639946829, -1.0939031825771754], [-0.3186957659127455, 0.10511457134302034, 0.3208274172970132], [0.19302392790919506, 0.4578125268244206, 0.5611687711680283]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.09974384980937637, 0.08277819821356082, 2.5360569922165426], [0.02591817744412996, 0.0830674397957574, -2.5123257537375197], [2.001685992317981, 3.434574593592997, 0.03435762123686192], [1.999329652001685, -3.4283274881716603, 0.10339805928799961], [-4.1079969883323, -0.09149017874297273, -0.0007510582304038561], [2.743863519034589, 0.902163259522901, 1.245458143019737], [-0.7141140336675118, 2.674791991505468, -1.2882134019459872], [-0.6199120159415495, -2.5027198321160125, 1.4813602823855747], [2.6210098592450195, -1.0329317771652196, -1.261276117853129], [-1.9638045268896662, 1.8407998325937713, 1.3767508049683101], [-2.245685573769998, -1.8803594079334713, -1.2134597864908458]]",[-64251.37843474686],"[[1.459716856736419, 0.13121873902205183, 0.6637933819926666], [-0.29568499699676204, -0.6202450410772273, 0.1411258734517128], [-0.42179063176486314, 0.08053280610724232, -0.23083526033356974], [-0.6107967459707154, -0.5416139781828082, 0.5649755486075356], [0.1803459140748623, 0.745372987618159, 0.48630175395501535], [-0.5478386223683054, -0.4256671889826416, -0.3493573707241376], [0.45805827300007107, -0.013656540241594909, 0.5536770866460532], [-0.09153600241888489, -0.9709802153231015, -1.1914097526270715], [-0.05755417599849498, 1.123394780538897, 0.18652720943715945], [-1.20284756845673, 0.42075992736127693, -1.0329078402102916], [1.1218207503156994, 0.06869081263778205, 0.21297832196806663]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.02186332895575656, 0.021309031958054604, 2.544820825420035], [-0.03746448444872259, -0.15856707540430268, -2.4314978432458005], [1.9084648722896547, 3.597499392226163, 0.02255960268451302], [1.9757025226679767, -3.449976674453082, -0.08241677453305274], [-3.978258830781822, 0.12118607661680716, -0.12078422923716581], [2.431454369234644, 0.8078804288150427, 1.361346374093529], [-0.731973005127924, 2.6893011706082826, -1.2440511150153097], [-0.5346807695795077, -2.6466722044648496, 1.1612675690659469], [2.4320208868667628, -0.6175268514780556, -1.4841341604604268], [-2.019281914041288, 1.7381891632810438, 1.2463952409812264], [-2.0203418923263805, -1.9336974534555982, -1.3516603865261863]]",[-64251.2711725506],"[[-0.5331997813379266, -0.557167104001441, 0.4092938808033422], [-1.7325578466601845, 1.3768923222738272, -1.4386435693869053], [-0.3541845681489156, -0.7507913334077158, 0.031821774614943794], [0.24255651473200526, 0.5871400127403311, -0.36345663974759024], [-0.060716943163081474, -0.6670530283777858, -0.36610040374188163], [0.8615992558860512, 0.5986832438577241, -1.1540068658760996], [0.59650706094215, -0.15087452499513085, 0.18216486772024518], [-0.22283346866314238, -0.19216456191474623, 0.10384603976588665], [2.087676239992154, -0.8273619130926109, 1.819000953707109], [-0.15854186738193593, 0.6367864994959862, -0.026319955344128718], [-0.7392398747556703, -0.055250106341166796, 0.8030474913109461]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.1178564154497684, 0.01729926479730402, 2.3679114895696878], [-0.09884898468284094, 0.08788251036584581, -2.6099506041893337], [2.1332359478412597, 3.531164868333961, -0.1519704277006174], [1.9669419507640689, -3.385343572753875, 0.13052947515814511], [-4.013177332631582, -0.1378136733145508, -0.25582671526333406], [2.3574375128926732, 0.6303643677776661, 1.3812584073899097], [-0.35312755275793717, 2.531363247695327, -1.1953164199486415], [-0.5119149869253334, -2.753769163807502, 1.141064833997964], [2.4502608315577987, -0.8415279530269881, -1.20762396035204], [-2.107383665549137, 2.013909782586577, 1.2284559838588462], [-2.109327231727363, -1.8217216391970057, -1.3335338768762401]]",[-64251.024663152886],"[[-1.7688510446749066, -0.28466524277163135, 1.0422944288069103], [0.35503123288674465, -1.1310206767198905, -0.2006593885992219], [0.3223716227070957, -0.822876878265192, 0.6328743067687442], [1.1491181676297946, -0.5809282240777283, -0.41968006343814235], [-0.5142990773575765, 1.4003397675914897, 0.9131966967961694], [1.8063989417241282, 1.1296420504446885, -1.0271321108842688], [-0.9977382148965451, 1.2738954155061655, 0.12312017097527497], [-1.5203815550544575, 0.3685726750607609, 0.29473337977002256], [0.27791933284380954, 0.246362263729681, -0.39781785835964145], [-0.1574544444113394, -0.8552203454258204, -0.6201457964404821], [1.0486214029546472, -0.7378741040033628, -0.33334674255673674]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.0795410363281107, -0.014682456754404456, 2.465586178547095], [0.041104235266509866, 0.02981993371960409, -2.3964396492452535], [1.7681768488995888, 3.38101518375338, 0.013878600472003219], [2.032032525240151, -3.536923669430542, 0.10179670156527564], [-4.036489278480003, 0.0462756429822604, 0.03863182287849484], [2.6308073349302648, 0.7631722661395137, 1.0540784395677947], [-0.7820802489799829, 2.724727989827641, -1.1934427379849484], [-0.4736951428198667, -2.684147174330877, 1.064168022363905], [2.6729843821028014, -0.9349774363206932, -1.3153697339357462], [-2.04639126017452, 2.0740932678070885, 1.236875538181672], [-1.9699928378412455, -1.8823604150058428, -1.1786919388755879]]",[-64251.53723515785],"[[0.3174289312646339, 0.322967090527567, -0.305302470784565], [-0.2855100563141637, 0.009192825013344064, -0.36556288861861846], [0.5705605019738047, 0.385289020012976, 0.11526004716714457], [0.7763748524095216, 0.10665425160904395, -0.48061333934049183], [0.5168485846580058, -0.10767755123144293, -0.017853986737446547], [-0.4385014231311878, 0.1866524222301515, 0.7969220917621941], [0.37657693499158396, -0.17824691571874654, -1.1090619009534062], [-0.38786346702782043, -0.15292652355954447, 1.5914222030110718], [-0.16907820252414335, -0.31166621172778036, -0.2077506492940805], [-0.44489735430373084, -1.08437004101956, 0.8988134235609323], [-0.8419313342993597, 0.8132002690720744, -0.9227082410753221]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.08174418633335533, 0.053498955914566985, 2.500595581220301], [0.10414678737084522, 0.06174503693010339, -2.529600653190321], [1.8820268821162105, 3.3605881273661105, 0.001866781408630653], [2.0323641884199555, -3.4260255849843646, 0.07628237835000022], [-3.844945006889737, 0.14489157729303623, -0.08626162384373122], [2.578213496292249, 0.8299404470817813, 1.1363282113728517], [-0.5418806335788886, 2.7438204698261086, -1.1396894389358807], [-0.46521320990361664, -2.57983769198218, 1.1566902966864014], [2.560534182678239, -0.8834030817872104, -1.3063976350865114], [-1.9834441347802385, 1.8530011736645617, 1.3208200668183576], [-1.9494728178949359, -1.7547861123583917, -1.2686150176493625]]",[-64251.817396849445],"[[-0.13829935534395377, -0.1730475251951282, 0.2666223621229828], [-0.6081680486492563, 0.2522463394026583, -0.25299108555498007], [1.3778755126647955, 1.0632612724268575, 0.35619578899470794], [0.4503348805334461, -0.22799151582513213, -0.22372893296587887], [-0.4847352827792797, -0.2608445759132969, -0.06043155055482447], [0.49291730888068735, -0.3146080695869485, 0.30582774745003266], [-1.1923538622284406, -0.5141922736733694, -0.7211752939843759], [-0.6387179132556497, -0.10326543292988127, 0.5014475653862601], [0.6049896491688301, 0.0006626734088381013, 0.028743226551943484], [0.1321818747973047, 0.25923886968168736, 0.03741956293527059], [-0.010430991845401033, 0.015713249069597056, -0.2282533056933549]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.14208159119413194, -0.057967918051298445, 2.5330425151771396], [0.09797349783397286, 0.034755340345955364, -2.5507888256391618], [2.176392407337574, 3.3070573541865556, 0.011317308483676874], [2.010510481884893, -3.3997333565514385, -0.1539919576506869], [-3.9521414174344125, -0.10723639317306562, 0.032767696056699935], [2.7640186597744805, 0.894429644579505, 1.2232296031650525], [-0.6300057858722014, 2.679324502422981, -1.2905873939623451], [-0.6426212935193995, -2.895265234164919, 1.261533752472976], [2.5714388992089763, -0.7087495347867586, -1.2275128215460056], [-2.0463905848831496, 1.8401576475741435, 1.2504395223063314], [-1.9764286739312522, -1.9655170079068143, -1.0825075152461223]]",[-64251.56782718297],"[[-0.4303220709785422, -0.03944517168228646, -0.24120951304312377], [-0.8440478675887034, -0.15528443214675464, 0.19452966959477733], [-0.8845041981375673, 1.2498905547157992, -0.7965909334924328], [-0.24181783638648957, -0.17853955884191602, 0.11757188156030102], [-0.056052496658147384, 0.18515603936523642, 0.09937334624044632], [-0.14140535251943834, -1.095523492682793, 0.8666406777443423], [0.6290593017945845, -0.07688512861907681, 0.3430515310560389], [1.0073320345222223, 0.5646778146972999, 0.5230202640891778], [0.4942602996464257, -0.4392544482402536, -0.17410260367012229], [0.48683001310179447, -0.4761554553774258, 0.04701040522184543], [-0.04267525036474834, 0.4553654523304145, -0.9915104853855533]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.1634755152504044, -0.11001470371381737, 2.412116533700125], [-0.0013181905688232321, 0.03539191985981406, -2.7811936159140007], [1.8197096203408636, 3.550246632662393, -0.1182588828455482], [1.7832809377205636, -3.4995949760417444, -0.1255310200918598], [-3.9795610689263623, -0.1564853649211917, 0.013728706452482801], [2.7287996061788906, 0.639206277482903, 1.2046592978545383], [-0.6893540062820035, 2.766117301032655, -1.4102592641535068], [-0.7365699966354193, -2.737247812332805, 1.2270949190658176], [2.5017000068507484, -0.7015779509764987, -1.1704828804409428], [-2.1604885883467495, 1.9723691687598532, 1.1581071292490526], [-2.0681791645665246, -1.7329264791660786, -1.2213384287329583]]",[-64251.14691489413],"[[-0.9746707788356429, 0.46292249433078503, 0.29149322235761144], [-0.23822615755605236, 0.1018931829940351, 0.8613575720556352], [0.36767757071266544, -0.6544381608719105, 0.3512354083527434], [0.2162629594896926, 0.31710250382729777, -0.11111810053473291], [-0.7843848716146014, 1.12550411473542, 0.7246174887945963], [-0.22654763491571803, 1.6633905054997506, 0.954010925102415], [-0.02048224182891805, -0.4788012248332888, 0.16010293923805594], [0.3485132770908874, 0.2927818085504605, -0.007464821621334929], [-0.10173094629510704, -1.3618189645696157, -1.9048557920263824], [0.5488506091305573, -0.8244503942674737, -0.2375715543302665], [0.8665002954343348, -0.6461046967108062, -1.0860489723095765]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.009228808664610863, -0.0067017505411905934, 2.4516000040523784], [-0.02180490721293555, -0.051558582204597116, -2.400505495578679], [1.831780541197473, 3.2575174242326304, 0.09367872273859301], [1.9659961818139438, -3.548894926089849, 0.12444357306921897], [-4.085731037360759, -0.3306448278656559, 0.08090211471734399], [2.601556677069828, 0.7838798957329911, 1.16309635173721], [-0.5189632570959789, 2.714289326403821, -1.3537988196998256], [-0.42514370770371046, -2.7497115385257787, 1.3140604799819888], [2.60161608385838, -0.936184486439312, -1.2602524537625623], [-2.0397300969512298, 1.6802506860077966, 1.2212285203444928], [-2.151503104245172, -1.7882197968853513, -1.1231125910801818]]",[-64251.48247749175],"[[0.2548061825434946, -0.18481932750958474, 0.3508188894109629], [-0.08576017024867899, -0.08356131019071908, -0.39498460395788576], [0.6444591897803154, 1.3109887412658388, 0.04511319743749942], [0.979605756964368, -0.04632673308769061, -0.5483883245272726], [-0.945952569131252, 1.4504886481818602, 0.9678131287028225], [0.2969952833122569, -0.7708809161453454, 0.4880198688788141], [-0.9488620310727262, -0.505182043365009, 0.09172240750085457], [-1.228468111364472, 0.19753421098357882, 0.12736542458966651], [-0.08497531486492646, -0.2371382717866316, 0.04133098433113882], [-0.4454554382636251, 0.2955251257140465, -0.5382612578119331], [1.5612405205803759, -1.4217750664657114, -0.6389117745408982]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.01780902863546328, 0.14092670232411408, 2.6847481873341503], [0.053157655264996856, -0.12601961235049214, -2.6835181549152183], [1.9036740891747872, 3.5608363382351573, 0.10653832110752148], [2.0120228156350324, -3.549792524949682, -0.06854277491118835], [-4.016578962389599, -0.020647323353473683, -0.011937968066366149], [2.7551912354191495, 0.8995760920233444, 1.190816131912794], [-0.5648891596714246, 2.6306947896484196, -1.3605670156837113], [-0.43422044967828327, -2.651609879997099, 1.2640149232963052], [2.54847440958299, -0.8646875501983644, -1.258664668728029], [-2.0382618072660104, 1.68632591230191, 1.374317680403965], [-2.0843696413376924, -1.8086382262982368, -1.1912837420284537]]",[-64251.7234358876],"[[0.9193704331110045, -0.8620857088723776, -0.2713563827178217], [-0.422405280025493, 0.42899486679491816, 0.44487776248683975], [-0.10040883289854924, -0.4085456893708847, -0.221595841763047], [0.031812636909270414, 0.24074686848519794, 0.006348293746905336], [-0.1472209853885255, 0.10588451432021531, 0.16442419470379954], [-0.7348936795755113, 0.064397016568941, 0.04696707182527279], [0.05303823649403768, -0.41201164118741407, 0.6035703994412818], [-0.3701864031386566, 0.3098220612575244, 0.029428775592440903], [0.36134278040700846, 0.007469891839564504, 0.09476335573049316], [-0.14276675239396158, 0.8089702878188815, -0.9041052710052077], [0.5334003274950802, -0.3002835718023849, -0.0008544803815280153]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.011604254970851246, 0.17572096861484365, 2.6953514188797136], [0.042736388663890124, 0.06106441745236903, -2.436114108870256], [2.2211816759770353, 3.41657439500726, -0.1580560356568944], [1.9374375285722742, -3.3739119077384703, -0.028320606942305905], [-3.8581574730966914, -0.012653562136216108, 0.04401671828870666], [2.8078001464127604, 0.9309214434275518, 1.2272838704871487], [-0.5636950271811094, 2.706475541641374, -1.4779169612159846], [-0.7314876299172901, -2.7093054866509476, 1.3707622006586164], [2.5290145480060917, -0.6526850356673585, -1.2556181576073193], [-2.1101954556972733, 1.7424794965848516, 1.299672955217292], [-2.0020900337979746, -1.8556429790876074, -1.5016288640892335]]",[-64251.130032083405],"[[0.3213311481061097, -0.6946168121262541, -0.6064582641042933], [-0.5435834442902394, -0.11990294781570757, -0.9780620657752013], [-0.6935390050867827, 0.19230900656998837, -0.41115536051845997], [-0.28800233082666676, 0.22734637426419657, 0.13853579412102868], [-0.7797352860941333, -0.8552506844598512, -0.7253790499708641], [-0.6432492279654888, -0.23678916720690965, 0.3371436983767527], [0.3042056375712098, 0.42940074136374207, 1.3341667348236335], [0.5424716986703265, 0.817338204781343, -0.8754102012420267], [0.8633008128963618, -0.7792292927130073, 0.5951130080394749], [0.9598056806023215, 1.073819770490535, -0.18328602358291676], [-0.058503222120655556, -0.05929774485762472, 1.364790647241899]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.01152029901255915, -0.0589482701033229, 2.886550432326685], [0.2816121203348677, 0.1037259488623433, -2.3694159170478066], [1.8974312601603205, 3.348682915381657, 0.028862654916670206], [2.0154327889883437, -3.557588766264558, -0.050662112320453034], [-4.067109899485235, 0.11111022128886959, 0.17349944801038344], [2.40496178730236, 0.7839630531182101, 1.1795535959948282], [-0.49688533388326567, 2.6298161762007686, -1.3986208940137705], [-0.5715736082648534, -2.7384985746819384, 1.1790425663475446], [2.61318830635881, -0.7861210762624489, -1.2438843611540016], [-2.1004844834201846, 1.916512875269233, 1.2858890942837502], [-2.080383861320972, -1.8699487631639307, -1.3438674447491157]]",[-64250.9858729036],"[[-0.3827727313837061, 0.04717856060351412, -1.3161360926327803], [-2.07181869539138, -0.8783073218815223, -1.6243889059216237], [0.3717767341648844, 0.7325879129891611, 0.012119719043863015], [-0.13255319372058827, 0.5175767214747479, -0.10347364097867996], [0.2958404974016934, -0.6554738017962882, -0.529488648988754], [0.4688316639844523, -0.14656329683724492, 1.286325677703276], [-0.9308761261015459, 0.6301962442393705, 0.8430070844551681], [-0.07874897375040713, 0.3376388931186473, 0.005888791078774935], [1.4318954483091457, -1.1902080183468975, 0.7090844175916788], [0.7747437436646727, -0.24543147245003058, -0.021861639435493546], [0.24404400157507736, 0.8661850780129626, 0.7381445842050623]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.1771919393241277, -0.01002591808340154, 2.499372980204092], [-0.06184629137342956, -0.13945337162557633, -2.7132469208939893], [2.0366549575689885, 3.6396887956489814, -0.13581472676714199], [2.0162523559086325, -3.500713847298221, 0.06358465686968368], [-3.980789021242848, -0.009461631048941481, -0.09959148233155553], [2.7385617752392193, 0.789317253314819, 1.258786576136221], [-0.5383119285714267, 2.642299527118121, -1.2027153262012789], [-0.6705167530003519, -2.742615395905231, 1.1634891576908837], [2.590313117425063, -0.787897020081181, -1.1105026304996626], [-1.910855236327387, 1.8631192881323697, 1.1163605230111575], [-2.1151574005270186, -1.9526183183022767, -1.3780702463635077]]",[-64251.529570622144],"[[0.915155878485285, -0.45133637718901615, -0.028397186728879583], [0.2543692490313577, 0.2927970294895675, 0.7437866160929826], [0.08629619413128638, -0.9705971207408466, 0.3740851232779051], [-0.18159063722359545, 0.32179302133266185, 0.06221594855466703], [0.24541275480869623, 0.15509699862295342, 0.06718085434069042], [-0.9316510570216239, 0.9197992933547636, 0.4594804023647478], [0.5774330645131827, 0.011750451862033405, -1.4495296261739337], [0.20223115625039007, 0.254198321998953, -0.0627501212419776], [-0.3025949948188087, -0.5610129622305475, -0.9507291672179173], [-1.075212280730463, -0.28386377805229923, 0.6973159577131749], [0.20082285942834782, 0.3177430688220829, 0.09066141548532904]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.06274609132294465, -0.12069579875123669, 2.4151658518807433], [-0.07426582745720602, -0.1090855986860424, -2.5803501127785884], [1.9807842100929447, 3.6541153075696258, -0.0673104309329353], [1.9126032269748492, -3.3521913764558358, 0.04235984093705292], [-4.095807584774713, -0.06656028720311286, 0.05513425387185969], [2.6342067848113038, 0.8481775247596467, 1.4205303327260057], [-0.5009411345482079, 2.6552018228609993, -1.2609044199875319], [-0.6196671461837863, -2.6355193280285887, 1.2764292718383803], [2.6769647241901624, -0.9247966201052631, -1.256818376117535], [-2.0516174409137915, 1.9920431385964676, 1.1757887714531479], [-1.9768856833961184, -1.8631308268311961, -1.1575168718737137]]",[-64251.51121796811],"[[0.1959501534525235, 1.614994089790353, 0.6494723294882387], [0.6013489650851193, 0.29652929631837854, 0.3035216723311329], [0.19271894348404692, -0.840939916373739, 0.5072737397841207], [0.2949778918154752, -0.7217949301878888, 0.08629295453951698], [0.6442817835643718, 0.30693291104222353, 0.07747350019091044], [-0.4014200272967606, 0.2561132292672201, -1.080286612727364], [-0.15148192274084826, -0.04790240367560955, -0.3320321367855493], [-0.19304264555052938, -0.9986021060350528, 0.07857892089355921], [-0.38104258369047816, 0.8871781468996149, 0.1988430574805095], [-0.10959024734977217, -0.8644644948287683, -0.01219330919912006], [-0.6980780331103584, 0.1185060666979956, -0.4701784085628759]]"
